,intensity,area,perimeter,label,frame,cells,background,final_intensity
0,228453.890625,941.0,248.5725685774284,3.0,0.0,4,26926.94631576538,201526.94430923462
1,40501.078125,207.0,97.01103808311404,4.0,0.0,4,5923.355884552002,34577.722240448
2,273277.375,1207.0,359.9671596806414,3.0,1.0,4,34538.6017036438,238738.7732963562
3,67556.75,310.0,148.61050739075358,6.0,1.0,4,8870.726203918457,58686.02379608154
4,42323.875,201.0,76.70909057307638,3.0,2.0,4,5751.664409637451,36572.21059036255
5,221805.265625,1015.0,313.881825799601,5.0,2.0,4,29044.474506378174,192760.79111862183
6,75878.9453125,319.0,103.5800777153371,2.0,3.0,4,9128.263416290283,66750.68189620972
7,328061.09375,1495.0,456.4786539254014,7.0,3.0,4,42779.792499542236,285281.30125045776
8,232725.375,1084.0,386.457007722844,5.0,4.0,4,31018.926467895508,201706.4485321045
0,115769.421875,613.0,258.6479916804821,2.0,0.0,5,18736.216013336183,97033.20586166382
1,56370.0234375,292.0,111.7593819204537,3.0,0.0,5,8924.918557739258,47445.104879760744
2,223112.9375,1154.0,375.7636360431404,5.0,0.0,5,35271.76717681885,187841.17032318114
3,45028.109375,240.0,92.66343991997016,10.0,0.0,5,7335.549499511719,37692.55987548828
4,450461.6875,2077.0,604.517452666068,0.0,1.0,5,63483.067960357665,386978.61953964236
5,145140.5,739.0,270.4616606970781,3.0,1.0,5,22587.379500579835,122553.12049942017
6,63667.4921875,335.0,141.50245567407788,14.0,1.0,5,10239.204509735107,53428.28767776489
7,146829.765625,766.0,247.66876567573496,1.0,2.0,5,23412.6288192749,123417.1368057251
8,305803.84375,1529.0,522.9775683743109,0.0,2.0,5,46733.56326980591,259070.28048019408
9,226893.3125,1095.0,341.830837110767,3.0,2.0,5,33468.44459152222,193424.86790847778
10,120844.8125,616.0,217.8862236760121,2.0,3.0,5,18827.910382080077,102016.90211791992
11,66816.984375,348.0,145.29469346995197,0.0,3.0,5,10636.546774291992,56180.437600708006
12,126232.2265625,604.0,200.01940714836417,1.0,3.0,5,18461.132907104493,107771.09365539551
13,94540.9921875,493.0,222.54279612748095,3.0,3.0,5,15068.441263580322,79472.55092391968
14,47162.37890625,235.0,89.33127771635138,0.0,4.0,5,7182.725551605225,39979.653354644775
15,55882.4921875,288.0,139.4947037183092,1.0,4.0,5,8802.659399414062,47079.832788085936
0,978892.375,3747.0,996.4750524545829,0.0,0.0,6,177887.18503952026,801005.1899604797
1,84901.34375,347.0,129.09395804411338,9.0,0.0,6,16473.673127492268,68427.67062250774
2,1216637.75,4522.0,1228.7284808678764,0.0,1.0,6,214679.97084299722,1001957.7791570028
3,1031508.6875,3990.0,1166.9977719282674,0.0,2.0,6,189423.50368499756,842085.1838150024
0,43582.62109375,203.0,77.95456432872913,3.0,0.0,7,8442.949171702068,35139.67192204793
1,144815.75,638.0,210.5876024093074,1.0,0.0,7,26534.98311106364,118280.76688893636
2,343187.15625,1486.0,467.2210704535565,0.0,0.0,7,61804.0515721639,281383.1046778361
3,255975.171875,1160.0,359.7765901306124,2.0,0.0,7,48245.42383829753,207729.74803670245
4,448524.625,1987.0,593.3640053941091,8.0,0.0,7,82641.08376439413,365883.54123560584
5,85671.015625,412.0,191.34055910489357,20.0,0.0,7,17135.44363911947,68535.57198588052
6,179527.5625,781.0,261.0368827363088,2.0,1.0,7,32482.47932561239,147045.0831743876
7,77037.578125,334.0,114.48036722788687,3.0,1.0,7,13891.35479482015,63146.22333017985
8,92877.4609375,432.0,182.32004020746365,4.0,1.0,7,17967.261291503906,74910.1996459961
9,900964.625,3666.0,1032.9123422591902,1.0,1.0,7,152472.17568206787,748492.4493179321
10,284983.875,1230.0,310.6612966538139,12.0,1.0,7,51156.78562164307,233827.08937835693
11,64551.6953125,317.0,138.99515987995522,18.0,1.0,7,13184.309790293377,51367.38552220662
12,124271.9453125,612.0,221.44842367575856,0.0,2.0,7,25453.620162963867,98818.32514953613
13,402086.8125,1775.0,624.0108820494265,2.0,2.0,7,73823.81664911906,328262.9958508809
14,915901.25,3727.0,1035.9749984205828,1.0,2.0,7,155009.21952184042,760892.0304781595
15,233812.90625,1122.0,354.63682212360663,7.0,2.0,7,46664.97029876709,187147.9359512329
0,109588.7421875,344.0,96.78100028698636,1.0,0.0,8,13360.434275309246,96228.30791219075
1,454143.46875,1591.0,436.2883394731953,0.0,0.0,8,61792.00852330526,392351.46022669476
2,430546.59375,1396.0,377.5712418465273,2.0,0.0,8,54218.506535847984,376328.08721415204
3,193010.25,696.0,223.30507432759688,15.0,0.0,8,27031.57632446289,165978.6736755371
4,514183.28125,1693.0,461.3584924925336,0.0,1.0,8,65753.53263982138,448429.7486101786
5,540376.375,1858.0,560.8114332385015,1.0,1.0,8,72161.88047536215,468214.4945246378
6,242914.859375,896.0,297.4279326143533,15.0,1.0,8,34799.27067057292,208115.58870442706
7,92436.1875,330.0,104.73026669597536,2.0,1.0,8,12816.695671081543,79619.49182891846
8,1250545.125,4175.0,1142.0133270815911,0.0,2.0,8,162150.6194750468,1088394.5055249531
9,78256.453125,251.0,76.70909057307637,2.0,2.0,8,9748.456404368084,68507.99672063191
10,373660.625,1311.0,335.48506359420725,5.0,2.0,8,50917.23643875122,322743.3885612488
11,63916.484375,258.0,130.91114044985306,22.0,2.0,8,10020.325706481934,53896.15866851807
0,57419.19140625,270.0,115.41686669521462,7.0,0.0,9,10221.249160766602,47197.9422454834
1,155898.5625,699.0,237.11691869760887,11.0,0.0,9,26461.678382873535,129436.88411712646
2,668777.25,2701.0,712.4614768273661,17.0,0.0,9,102250.34808603922,566526.9019139608
3,167821.234375,741.0,230.6036955943016,18.0,0.0,9,28051.65047454834,139769.58390045166
4,788363.3125,3323.0,997.980455650109,13.0,1.0,9,125797.07763417561,662566.2348658243
5,62733.63671875,299.0,147.9203940023706,22.0,1.0,9,11319.08703358968,51414.549685160324
6,512374.34375,2250.0,715.412499930927,8.0,2.0,9,85177.07633972168,427197.2674102783
7,127017.90625,591.0,240.5838339223408,24.0,2.0,9,22373.178718566895,104644.7275314331
0,72470.7578125,450.0,189.848699270296,0.0,0.0,10,13788.140773773193,58682.61703872681
1,95484.3203125,575.0,231.65859979992536,1.0,0.0,10,17618.179877599083,77866.14043490091
2,262589.34375,1599.0,543.1611111460526,5.0,0.0,10,48993.86021614075,213595.48353385925
3,43363.3828125,270.0,98.16122706375228,0.0,1.0,10,8272.884464263916,35090.498348236084
4,88895.6640625,547.0,234.2843003323441,1.0,1.0,10,16760.251118342083,72135.41294415791
5,32521.40625,205.0,96.87628506200087,3.0,1.0,10,6281.264130274455,26240.142119725544
6,132920.625,838.0,311.676732613339,6.0,1.0,10,25676.582152048748,107244.04284795125
7,77475.40625,508.0,194.26846224517288,8.0,2.0,10,15565.278917948406,61910.12733205159
8,31856.39453125,209.0,90.4025302047923,9.0,2.0,10,6403.825381596884,25452.569149653114
9,109084.328125,652.0,250.8334782926063,0.0,2.0,10,19977.483965555828,89106.84415944417
