,index,label,x,y,threshold,length,frame,r,score,intensity,background,area,perimeter,diameter(nm),length(um),final_intensity,cells
31,0,209,640.6,604.5,83.25709533691406,6.844476699404147,0,3.2,0.717948717948718,5004.3095703125,614.4121741562849,32.169908772759484,20.106192982974676,256.0,804.247719318987,4389.897396156215,3
39,0,225,660.3636363636364,556.2272727272727,83.25709533691406,8.807136698691114,0,3.7,0.8163265306122449,5792.7197265625,1249.3188306267257,43.008403427644275,23.24778563656447,296.00000000000006,929.9114254625788,4543.400895935774,3
45,0,243,670.71875,549.03125,83.25709533691406,7.809481890002928,0,3.0,0.7428571428571429,4893.31298828125,706.0967153109377,28.274333882308138,18.84955592153876,240.0,753.9822368615504,4187.216272970312,3
65,0,379,875.1612903225806,1131.4516129032259,83.25709533691406,7.087919635758416,0,3.2,0.7435897435897436,4454.0576171875,835.1937457384774,32.169908772759484,20.106192982974676,256.0,804.247719318987,3618.8638714490226,3
75,0,476,982.6857142857143,1094.3142857142857,83.25709533691406,8.097183165034087,0,3.2,0.7142857142857143,3939.384765625,954.2701352450531,32.169908772759484,20.106192982974676,256.0,804.247719318987,2985.114630379947,3
78,0,503,1011.6428571428571,938.3214285714286,83.25709533691406,6.7122998336069175,0,2.9000000000000004,0.7666666666666667,4254.61181640625,611.1417426494882,26.420794216690165,18.221237390820804,232.00000000000003,728.8494956328321,3643.470073756762,3
83,0,522,1034.1612903225807,968.1290322580645,83.25709533691406,7.473897088270878,0,3.2,0.7894736842105263,5669.1826171875,1365.8174270207528,32.169908772759484,20.106192982974676,256.0,804.247719318987,4303.365190166747,3
5,0,84,469.0,395.4516129032258,83.25709533691406,7.791814867582258,1,3.0,0.7142857142857143,4440.5859375,1106.456064770231,28.274333882308138,18.84955592153876,240.0,753.9822368615504,3334.129872729769,3
6,0,98,486.2692307692308,288.15384615384613,83.25709533691406,7.25998180568212,1,3.0,0.7741935483870968,3736.033203125,1260.4959682235494,28.274333882308138,18.84955592153876,240.0,753.9822368615504,2475.5372349014506,3
14,0,165,563.2307692307693,391.0769230769231,83.25709533691406,6.049108692719231,1,3.0,0.8333333333333334,4199.1162109375,832.009430950915,28.274333882308138,18.84955592153876,240.0,753.9822368615504,3367.106779986585,3
15,0,171,573.325,537.6875,83.25709533691406,12.385155570488877,1,4.5,0.7529411764705882,11795.48828125,1181.5277274290565,63.61725123519331,28.274333882308138,360.0,1130.9733552923256,10613.960553820943,3
24,0,203,634.439024390244,428.219512195122,83.25709533691406,7.660972220105,1,3.7,0.8297872340425532,7102.0068359375,942.0914647949394,43.008403427644275,23.24778563656447,296.00000000000006,929.9114254625788,6159.915371142561,3
28,0,217,651.8108108108108,573.3243243243244,83.25709533691406,8.593893719667072,1,3.0,0.7368421052631579,4144.76416015625,702.4004433453083,28.274333882308138,18.84955592153876,240.0,753.9822368615504,3442.3637168109417,3
34,0,236,669.2333333333333,547.5333333333333,83.25709533691406,7.346039198697128,1,3.2,0.717948717948718,5628.8779296875,957.5504731727997,32.169908772759484,20.106192982974676,256.0,804.247719318987,4671.3274565147,3
45,0,278,712.6764705882352,708.2941176470588,83.25709533691406,7.26988403555535,1,3.7,0.7555555555555555,5554.13427734375,653.3233624462446,43.008403427644275,23.24778563656447,296.00000000000006,929.9114254625788,4900.810914897505,3
62,0,413,969.5862068965517,973.4137931034483,83.25709533691406,7.049341980237593,1,3.2,0.7368421052631579,5611.189453125,667.5440750454436,32.169908772759484,20.106192982974676,256.0,804.247719318987,4943.645378079556,3
67,0,438,993.4666666666667,894.0666666666667,83.25709533691406,7.599331897277684,1,3.2,0.717948717948718,4430.9912109375,1269.1250458047143,32.169908772759484,20.106192982974676,256.0,804.247719318987,3161.8661651327857,3
77,0,473,1034.5666666666666,968.1,83.25709533691406,7.779247481003901,1,3.0,0.7352941176470589,4765.08154296875,926.6146133464645,28.274333882308138,18.84955592153876,240.0,753.9822368615504,3838.4669296222855,3
15,0,127,529.3928571428571,471.2857142857143,83.25709533691406,7.563492632135965,2,3.0,0.7272727272727273,3436.358154296875,936.9473416153342,28.274333882308138,18.84955592153876,240.0,753.9822368615504,2499.410812681541,3
41,0,291,713.0322580645161,708.8064516129032,83.25709533691406,7.343069402188968,2,2.9000000000000004,0.75,3133.216796875,429.96446000179276,26.420794216690165,18.221237390820804,232.00000000000003,728.8494956328321,2703.2523368732072,3
54,0,426,969.551724137931,974.5862068965517,83.25709533691406,6.587153268826375,2,3.2,0.7368421052631579,4943.95361328125,625.6866530893021,32.169908772759484,20.106192982974676,256.0,804.247719318987,4318.266960191948,3
58,0,432,980.3783783783783,698.2702702702703,83.25709533691406,8.33169848545548,2,3.2,0.7619047619047619,4719.23974609375,1159.3675390528515,32.169908772759484,20.106192982974676,256.0,804.247719318987,3559.8722070408985,3
62,0,458,1012.3783783783783,939.5405405405405,83.25709533691406,8.0507935746299,2,3.2,0.7619047619047619,4570.96533203125,924.1670415629342,32.169908772759484,20.106192982974676,256.0,804.247719318987,3646.798290468316,3
27,0,236,685.1666666666666,606.2142857142857,83.25709533691406,7.992671106757279,3,3.7,0.7755102040816326,6568.1591796875,1837.6869560574414,43.008403427644275,23.24778563656447,296.00000000000006,929.9114254625788,4730.472223630059,3
61,0,491,1157.2142857142858,1071.2857142857142,83.25709533691406,7.246631902375911,3,3.0,0.78125,3936.2373046875,780.2746955880139,28.274333882308138,18.84955592153876,240.0,753.9822368615504,3155.962609099486,3
41,0,313,864.1515151515151,1071.090909090909,83.25709533691406,8.002945169027495,4,3.2,0.75,5448.931640625,590.4851645437666,32.169908772759484,20.106192982974676,256.0,804.247719318987,4858.446476081233,3
1,0,27,288.4117647058824,490.0882352941176,80.35997772216797,7.476065614553068,0,3.2,0.8205128205128205,5340.6259765625,807.8088751750765,32.169908772759484,20.106192982974676,256.0,804.247719318987,4532.8171013874235,4
4,0,46,326.3898305084746,475.50847457627117,80.35997772216797,9.608438824999784,0,4.5,0.7297297297297297,8425.6103515625,1134.2354627270834,63.61725123519331,28.274333882308138,360.0,1130.9733552923256,7291.374888835417,4
28,0,163,461.475,619.175,80.35997772216797,9.137709629349366,0,3.2,0.7111111111111111,4776.6787109375,904.9653655322909,32.169908772759484,20.106192982974676,256.0,804.247719318987,3871.713345405209,4
33,0,179,481.2258064516129,637.4193548387096,80.35997772216797,7.248165560596031,0,3.2,0.7435897435897436,4793.1083984375,1050.1143345693126,32.169908772759484,20.106192982974676,256.0,804.247719318987,3742.9940638681874,4
34,0,180,483.8225806451613,522.3548387096774,80.35997772216797,10.602884948463052,0,4.300000000000001,0.7571428571428571,8098.74755859375,1154.9332315579522,58.08804816487529,27.017696820872224,344.00000000000006,1080.7078728348888,6943.814327035798,4
1,0,22,287.46153846153845,387.15384615384613,80.35997772216797,6.510418041618965,1,2.9000000000000004,0.8214285714285714,3899.603759765625,526.0281419381499,26.420794216690165,18.221237390820804,232.00000000000003,728.8494956328321,3373.575617827475,4
5,0,41,326.2121212121212,476.72727272727275,80.35997772216797,7.438197678005212,1,3.7,0.7333333333333333,5041.740234375,985.7122213288676,43.008403427644275,23.24778563656447,296.00000000000006,929.9114254625788,4056.0280130461324,4
11,0,115,422.43333333333334,427.0,80.35997772216797,7.269319365119532,1,3.0,0.7878787878787878,3317.142578125,929.7891956926323,28.274333882308138,18.84955592153876,240.0,753.9822368615504,2387.3533824323677,4
18,0,155,460.468085106383,618.4468085106383,80.35997772216797,9.3888803904486,1,3.7,0.7692307692307693,6336.58984375,1094.781009805156,43.008403427644275,23.24778563656447,296.00000000000006,929.9114254625788,5241.808833944844,4
25,0,178,482.0,522.1896551724138,80.35997772216797,10.716363965881307,1,4.5,0.7638888888888888,9513.5625,1322.1745661362074,63.61725123519331,28.274333882308138,360.0,1130.9733552923256,8191.387933863793,4
46,0,263,571.6231884057971,591.1449275362319,80.35997772216797,11.398498843967687,1,5.1000000000000005,0.717391304347826,10738.1884765625,2365.2836593587417,81.71282491987054,32.04424506661589,408.00000000000006,1281.7698026646358,8372.904817203758,4
52,0,296,613.6153846153846,657.5384615384615,80.35997772216797,8.708833996548307,1,3.7,0.7142857142857143,6534.87890625,1191.7265137450886,43.008403427644275,23.24778563656447,296.00000000000006,929.9114254625788,5343.152392504911,4
56,0,310,623.0,565.2307692307693,80.35997772216797,6.764518925772245,1,2.9000000000000004,0.8214285714285714,4018.7021484375,957.9830018046778,26.420794216690165,18.221237390820804,232.00000000000003,728.8494956328321,3060.7191466328222,4
0,0,20,287.11538461538464,387.5,80.35997772216797,6.348193578750953,2,2.9000000000000004,0.8214285714285714,3720.414306640625,488.19219068973325,26.420794216690165,18.221237390820804,232.00000000000003,728.8494956328321,3232.2221159508917,4
11,0,111,432.20512820512823,515.3076923076923,80.35997772216797,8.673843553132974,2,3.7,0.75,5870.6357421875,743.4104466391727,43.008403427644275,23.24778563656447,296.00000000000006,929.9114254625788,5127.225295548327,4
12,0,122,443.10714285714283,602.6785714285714,80.35997772216797,7.522871130886832,2,3.2,0.7105263157894737,4029.11376953125,965.3236248890171,32.169908772759484,20.106192982974676,256.0,804.247719318987,3063.790144642233,4
18,0,146,460.46875,618.21875,80.35997772216797,7.649470609254037,2,3.0,0.7428571428571429,3483.5390625,799.2779669624288,28.274333882308138,18.84955592153876,240.0,753.9822368615504,2684.2610955375712,4
37,0,222,537.1290322580645,492.4193548387097,80.35997772216797,7.954578435586866,2,2.9000000000000004,0.75,3910.302978515625,553.1161536879154,26.420794216690165,18.221237390820804,232.00000000000003,728.8494956328321,3357.1868248277096,4
54,0,289,613.1627906976744,657.0930232558139,80.35997772216797,9.045680280098077,2,3.7,0.7254901960784313,5096.06494140625,1273.0500386029598,43.008403427644275,23.24778563656447,296.00000000000006,929.9114254625788,3823.01490280329,4
60,0,355,792.3076923076923,597.0384615384615,80.35997772216797,6.3036520951358375,2,2.9000000000000004,0.8888888888888888,3952.38818359375,688.5271128972818,26.420794216690165,18.221237390820804,232.00000000000003,728.8494956328321,3263.8610706964682,4
